date,id,news_heading_eng,news_heading_swa,news_type
2021-06-28,tl411,tea : bomet gains market in iran,chai : bomet yapata soko iran,International news
2021-09-27,tl932,former algerian prime ministers sentenced to extended,mawaziri wakuu wa zamani wa algeria wahukumiwa kuongezewa muda,Local News
2021-08-26,tl752,dna shows moi 's grandson is the father of the children he is opposing to adopt,dna yaonyesha mjukuu wa moi ndiye baba wa watoto anaopinga kuwaasili,Local News
2021-03-27,tl1790,uon is closed,uon imefungwa,Local News
2021-10-28,tl1069,corruption greed cause buildings to collapse,rushwa tamaa yasababisha majengo kuporomoka,Local News
2021-09-10,tl830,special laws have been established to control the construction industry,sheria maalum zimeanzishwa ili kudhibiti sekta ya ujenzi,Local News
2021-03-22,tl1759,male prostitutes are on the rise in mombasa,makahaba wa kiume waongezeka mombasa,Local News
2021-06-22,tl325,christina munyao is influencing the film industry in the country,christina munyao anashawishi tasnia ya filamu nchini,Entertainment news
2020-05-03,bbc248,corona virus : mombasa registers 19 new patients while the number reaches 465 in kenya,virusi vya corona : mombasa yasajili wagonjwa wapya 19 huku idadi ikifikia 465 nchini kenya,Local News
2021-03-02,tl1642,fragile situation barcelona ex-citizens and three others being forced,hali tete barcelona raia wa zamani na wengine watatu kulazimishwa,Sports news
2022-07-03,tl126,eacc seizing the assets of holders of fake certificates,eacc yakamata mali za wamiliki wa vyeti bandia,Local News
2021-08-09,tl660,a hotel employee denied cheating businessmen will make their money reach sh1.3 billion,mfanyakazi wa hoteli akanusha kuwadanganya wafanyabiashara atafanya pesa zake kufikia sh1.3 bilioni,Local News
2021-10-08,tl1008,joho is ordered to open the buxton project contract,joho aamriwa kufungua mkataba wa mradi wa buxton,Local News
2021-06-24,tl375,man-united break the bank for sancho .,man-united yavunja benki kwa sancho .,Sports news
2021-06-23,tl348,kbc reporter aporwa .,mwanahabari wa kbc aporwa .,Entertainment news
2021-09-30,tl965,the history of malindi as an elegant town in swahili,historia ya malindi kama mji wa kifahari kwa kiswahili,Local News
2021-12-01,tl1111,government strategies saved kenya from corona - uhuru,mikakati ya serikali yaokoa kenya dhidi ya corona - uhuru,Health news
2020-08-21,bbc354,mali 's revolutionary leaders vow to open the borders again,viongozi wa mapinduzi ya mali waapa kufungua mipaka tena,International news
2021-09-27,tl942,judge conspired to kill bwanyenye tob cohen court is told,jaji apanga njama ya kumuua bwanyenye tob cohen mahakama yaambiwa,Local News
2020-12-14,bbc434,mother 's reasons for deciding to sell her son to kenya for 70 pounds,sababu za mama kuamua kumuuza mwanawe kenya kwa pauni 70,Local News
2021-07-28,tl603,commotion lamu compensation of lamu fishermen,vurugu lamu fidia kwa wavuvi wa lamu,Local News
2019-10-05,bbc46,world athletics race : kenya miraculously snatched gold from ethiopia,mbio za riadha za dunia : kenya ilinyakua dhahabu kutoka ethiopia kimiujiza,Sports news
2021-12-31,bbc601,elections kenya 2022 : is kenya ready for the general election ?,uchaguzi kenya 2022 : je kenya iko tayari kwa uchaguzi mkuu ?,Local News
2021-09-26,tl929,methods used by fraudsters to import products from somalia,mbinu zinazotumiwa na wadanganyifu kuagiza bidhaa kutoka somalia,Local News
2020-08-26,bbc358,the general election campaign has officially started in tanzania,kampeni za uchaguzi mkuu zimeanza rasmi nchini tanzania,Local News
2021-08-08,tl656,iebc official to prepare second round of election 2022,afisa wa iebc kujiandaa raundi ya pili ya uchaguzi 2022,Local News
2020-03-16,bbc189,coronavirus : nurses of patients infected with the corona virus in kenya are starting a cold strike,coronavirus : wauguzi wa wagonjwa walioambukizwa virusi vya corona nchini kenya waanza mgomo baridi,Health news
2021-05-12,tl1375,the gang reemerged and injured 7 people in the street,genge laibuka na kujeruhi watu 7 mtaani,Local News
2021-05-01,tl1327,uhuru lifts the order not to enter and exit five closed counties,uhuru aondoa agizo la kutoingia na kutoka kaunti tano zilizofungwa,Local News
2021-11-06,tl1082,member of parliament lempurkel one year in jail,mbunge lempurkel mwaka mmoja gerezani,Local News
2021-06-07,tl191,controversy regarding the plan to handover mumias sugar to new management,utata kuhusu mpango wa kukabidhi sukari ya mumias kwa usimamizi mpya,Local News
2021-08-30,tl770,court allows county to bury bodies abandoned for more than 8 months,mahakama yaruhusu kaunti kuzika miili iliyotelekezwa kwa zaidi ya miezi 8,Local News
2021-12-05,tl1128,the president makes a promise to elevate the disabled,rais atoa ahadi ya kuwainua walemavu,Local News
2021-06-20,tl311,kemri determines the impact of vaccines on kenyans,kemri aamua athari za chanjo kwa wakenya,Health news
2021-03-19,tl1752,iebc seeks land to resettlement,iebc yataka ardhi kupewa makazi mapya,Local News
2020-03-11,bbc184,kenya : a unique white giraffe has been killed in the north,kenya : twiga mweupe wa kipekee ameuawa kaskazini,Local News
2021-07-29,tl605,a police officer who went missing one year ago has still not been found,afisa wa polisi aliyetoweka mwaka mmoja uliopita bado hajapatikana,Local News
2021-07-04,tl451,politics is a thorn for mumias sugar,siasa ni mwiba kwa sukari ya mumias,Local News
2021-04-22,tl1283,yano 's lawyer says he will be asking about the president 's feelings,wakili wa yano asema atauliza kuhusu hisia za rais,Local News
2021-06-25,tl403,it 's supposed to be neat where should we go ? ',inatakiwa kuwa nadhifu tuende wapi ? '',Local News
2021-08-18,tl714,kitengela international school kiswahili club is a strong light of the language,kitengela international school kiswahili club ni mwanga imara wa lugha,Local News
2021-09-30,tl967,google deletes misleading messages about corona vaccine youtube,google yafuta ujumbe wa kupotosha kuhusu youtube ya chanjo ya corona,International news
2021-07-04,tl448,knut 's party may fail to rise again,chama cha knut huenda kikashindwa kuinuka tena,Local News
2021-07-19,tl519,mixed results for cereals board handball kina dada the brightest men were cultivated,matokeo mchanganyiko kwa mpira wa mikono wa bodi ya nafaka kina dada wanaume wenye mwangaza zaidi walilimwa,Local News
2019-12-02,bbc96,how heavy rains endanger the safety of people and property in east africa,jinsi mvua kubwa inavyohatarisha usalama wa watu na mali katika afrika mashariki,Local News
2021-03-16,tl1723,ruto 's bus gift creates controversy in mount kenya,zawadi ya mabasi ya ruto yazua utata mlimani kenya,Local News
2020-09-29,bbc384,taking care of my mother who is terminally ill,nikimtunza mama yangu ambaye ni mgonjwa mahututi,Local News
2021-11-15,tl1090,young driver yuvraj aims for new challenge in autocross by stepping up the grade,dereva kijana yuvraj analenga changamoto mpya katika autocross kwa kuongeza daraja,Entertainment news
2021-02-18,tl1574,matiang ' i promises to crack down on drug traffickers,matiang ' i aahidi kuwakabili walanguzi wa dawa za kulevya,Local News
2020-05-06,bbc252,bbc rose : angela nzilani discovered she had a co-wife who lived with her husband for 10 years,bbc rose : angela nzilani aligundua kuwa alikuwa na mke mwenza ambaye aliishi na mumewe kwa miaka 10,Local News
2021-02-28,tl1621,residents now clean the city every month,wakazi sasa wasafi mji kila mwezi,Local News
2021-03-11,tl1694,# wifematerial complicated show put eric omondi in trouble,# wifematerial kipindi kigumu chamuweka eric omondi matatani,Local News
2021-09-30,tl960,muslims go to saudi arabia for umrah,waislamu waenda saudi arabia kwa umrah,Local News
2021-05-14,tl1397,ruto targets odinga 's rebels in luo nyanza,ruto awalenga waasi wa odinga katika luo nyanza,Local News
2021-05-13,bbc534,the champions league final will be played in porto,fainali ya ligi ya mabingwa itachezwa huko porto,Sports news
2019-08-21,bbc7,uganda to end the death penalty : which countries still carry it out ?,uganda kukomesha hukumu ya kifo : ni nchi gani ambazo bado zinatekeleza ?,Local News
2022-01-31,bbc613,why does the kenyan lawyer want the bible revised ?,kwa nini wakili wa kenya anataka biblia irekebishwe ?,Local News
2020-02-04,bbc146,daniel arap moi : biography of kenya 's second president,daniel arap moi : wasifu wa rais wa pili wa kenya,Local News
2021-02-01,tl1472,bodaboda kicking donkey lamu,bodaboda yampiga teke punda lamu,Local News
2021-05-11,tl1392,girls outnumber boys in kcse,wasichana wawazidi wavulana kcse,Local News
2021-06-23,tl357,36 kenyans to represent the nation at the world deaf athletics in poland,wakenya 36 kuwakilisha taifa katika riadha za dunia za viziwi nchini poland,Sports news
2020-01-22,bbc133,the beard makes her life different from other women,ndevu hufanya maisha yake kuwa tofauti na wanawake wengine,Local News
2022-02-05,tl22,uhuru names ways to convince raila,uhuru ataja njia za kumshawishi raila,Local News
2021-04-14,tl1243,the ministry threatened the teacher who revealed his misery,corona : hitilafu ya oksijeni hospitalini yaua watatu,Local News
2021-08-12,tl677,natembeya orders liquor stores to be closed in rural hodi hod,natembeya yaagiza maduka ya pombe kufungwa hodi vijijini,Local News
2021-09-29,tl956,members of parliament admit iebc has lacked election funds,wabunge wakiri iebc imekosa fedha za uchaguzi,Local News
2021-03-18,tl1734,tanzanian president john magufuli dies,rais wa tanzania john magufuli afariki dunia,Local News
2021-06-13,tl278,iebc educates kenyans how to dismiss leaders .,iebc yaelimisha wakenya jinsi ya kuwafukuza viongozi .,Local News
2020-01-28,bbc138,has the bbi reconciliation turned into a political rift in kenya ?,je maridhiano ya bbi yamegeuka na kuwa mpasuko wa kisiasa nchini kenya ?,Local News
2021-07-22,tl555,bodaboda criminals should be quickly controlled,wahalifu wa bodaboda wadhibitiwe haraka,Local News
2021-04-16,tl1256,advice : let 's worship god more in this month of ramadan,ushauri : tumuabudu mungu zaidi katika mwezi huu wa ramadhani,Local News
2021-05-03,tl1330,soccer players apply for work on the afraha stadium renovation project .,wachezaji wa soka waomba kazi kwenye mradi wa ukarabati wa uwanja wa afraha .,Sports news
2021-07-14,tl489,he one who was brutally killed was awarded by the president in 2016,yeye aliyeuawa kikatili alitunukiwa tuzo na rais mwaka 2016,Local News
2020-03-05,bbc177,kenya is decreasing in the number of millionaires while tanzania is increasing,kenya inapungua kwa idadi ya mamilionea huku tanzania ikiongezeka,International news
2021-08-21,tl723,crying while 800 families ' homes are being demolished,kilio huku nyumba za familia 800 zikibomolewa,Local News
2020-12-03,bbc428,corona virus : the us cdc will warn citizens going to east africa,virusi vya corona : cdc ya marekani itawaonya raia wanaokwenda afrika mashariki,International news
2022-01-07,tl7,the body of the abducted naivasha was found in thika the family wants a detailed investigation,mwili wa naivasha aliyetekwa nyara ulipatikana thika familia inataka uchunguzi wa kina ufanyike,Local News
2021-09-02,tl795,six police denied killing two embu brothers august 1 2021,polisi sita wakanusha kuwaua ndugu wawili wa embu agosti 1 2021,Local News
2021-09-27,tl939,40 injured in an explosion at a factory in tanzania,watu 40 wajeruhiwa katika mlipuko katika kiwanda tanzania,Local News
2021-03-29,tl1804,the government warns those who increase fares arbitrarily,serikali yawaonya wanaoongeza nauli kiholela,Local News
2021-09-13,tl849,muslims criticize the government about the arrest of terrorism suspects,waislamu waikosoa serikali kuhusu kukamatwa kwa washukiwa wa ugaidi,Local News
2021-02-15,tl1547,fear students do n't wear masks at school,hofu wanafunzi hawavai barakoa shuleni,Local News
2019-10-29,bbc67,retired kenyan president daniel arap moi is being treated in hospital,rais mstaafu wa kenya daniel arap moi amelazwa hospitalini kwa matibabu,Local News
2021-07-27,tl590,court blocks police 'arrests ',mahakama yazuia 'ukamataji ' wa polisi,Local News
2021-07-27,tl593,election : eacc wants servants to resign first,uchaguzi : eacc yataka watumishi kujiuzulu kwanza,Local News
2021-12-02,tl1116,obure links mudavadi to the anglo-leasing scandal,obure anamhusisha mudavadi na kashfa ya anglo-leasing,Local News
2021-02-11,tl1527,a student is found with a bullet in the school,urithi wa mvurya waleta joto zaidi,Local News
2021-05-05,bbc529,president samia suluhu 's visit : 'tanzania is ready for investors from kenya ',ziara ya rais samia suluhu : 'tanzania iko tayari kwa wawekezaji kutoka kenya ',Local News
2021-06-28,tl413,technical challenges delay electronic card scheme for fishermen,changamoto za kiufundi kuchelewesha mpango wa kadi za kielektroniki kwa wavuvi,Local News
2021-03-03,tl1647,a woman claims god sent her to give her sh30 million in the kemsa saga,mwanamke mmoja adai mungu alimtuma ampe sh30 milioni katika sakata la kemsa,Local News
2022-03-15,bbc634,conflict in ukraine : i ca n't go home now,migogoro nchini ukraine : siwezi kwenda nyumbani sasa,Local News
2021-05-09,tl1365,the court opens projects worth billions of money on the coast,mahakama yafungua miradi yenye thamani ya mabilioni ya pesa pwani,Local News
2022-04-01,bbc641,elections kenya 2022 : voters ' passion desire to open a new page and influence on neighbours,uchaguzi kenya 2022 : shauku ya wapigakura hamu ya kufungua ukurasa mpya na ushawishi kwa majirani,Local News
2021-07-23,tl567,parents of killed children admit they knew masten wanjala,wazazi wa watoto waliouawa wakiri walimfahamu masten wanjala,Local News
2020-12-19,bbc438,corona virus : how the corona epidemic affected the entertainment industry,coronavirus : jinsi janga la corona lilivyoathiri tasnia ya burudani,Entertainment news
2022-01-12,tl11,the government is struggling to complete freedom projects,serikali yajitahidi kukamilisha miradi ya uhuru,Local News
