date,id,news_heading_eng,news_heading_swa,News type
2021-09-03,tl798,legislation on the way to reduce dp guards to 30,sheria kuhusu njia ya kupunguza walinzi wa dp hadi 30,Local News
2021-08-03,tl633,sweet potato farmers complain about low prices,wakulima wa viazi vitamu walalamikia bei ndogo,Local News
2021-11-17,tl1098,resident claims 'bottom up ' copyrights,mkazi adai hati miliki za 'bottom up ',Local News
2021-11-07,tl1083,knut 's leader jumps at sossion about the fuss,kiongozi wa knut aruka sossion kuhusu fujo,Local News
2021-10-17,tl1035,those affected due to locust nuisance continue to receive food aid,walioathirika kutokana na kero ya nzige waendelea kupokea msaada wa chakula,Local News
2021-08-04,tl643,former councilor kizibini for murder charges,aliyekuwa diwani kizibini kwa tuhuma za mauaji,Local News
2021-09-02,tl791,citizens should be careful not to choose those who promised them air,wananchi wanapaswa kuwa makini na kutochagua wale waliowaahidi hewa,Local News
2021-09-07,tl819,fierce controversy between lawyers and dpp about sh8 million case,utata mkali kati ya mawakili na dpp kuhusu kesi ya sh8 milioni,Local News
2021-08-11,tl673,the government wants teachers to return illegal fees,serikali yataka walimu kurudisha ada haramu,Local News
2021-04-19,tl1268,alternative system help kra collect sh21 billion,mfumo mbadala wasaidia kra kukusanya sh21 bilioni,Financial news
2022-05-03,tl65,call for peaceful elections when idd-ul-fitr is celebrated in the country,wito wa uchaguzi wa amani wakati idd-ul-fitr inaadhimishwa nchini,Local News
2021-05-24,tl1454,the new directors of ktda have not started work,jaji koome achukua ofisi muhimu kuahidi mageuzi,Local News
2021-04-02,tl1171,bitter easter for residents of five counties,pasaka chungu kwa wakazi wa kaunti tano,Local News
2021-08-25,tl743,the government using young people and bodaboda people to run a peace campaign towards 2022,serikali kutumia vijana na watu wa bodaboda kuendesha kampeni ya amani kuelekea 2022,Local News
2021-12-01,tl1111,government strategies saved kenya from corona - uhuru,mikakati ya serikali yaokoa kenya dhidi ya corona - uhuru,Health news
2021-06-13,tl282,waiters weep about new tuk tuk fees .,wahudumu wanalia kuhusu ada mpya ya tuk tuk .,Local News
2021-07-19,tl522,counties to start a milk project for young children,kaunti kuanzisha mradi wa maziwa kwa watoto wadogo,International news
2021-08-26,tl745,kalonzo is removed from the stain of taking over yatta,kalonzo aondolewa kwenye doa la kuichukua yanga,Local News
2021-06-13,tl281,coach david moyes extends his contract at west ham camp for three years .,kocha david moyes aongeza mkataba wake katika kambi ya west ham kwa miaka mitatu .,Sports news
2021-04-04,tl1180,christians are missing easter fun when corona locks down,wakristo wanakosa furaha ya pasaka wakati corona inafungwa,Local News
2021-04-16,tl1259,judge wants his wife to be paid as chief justice,jaji ataka mkewe alipwe kama jaji mkuu,Local News
2021-06-01,tl155,murder : suspected sidekicks .,mauaji : watuhumiwa wa sidekicks .,Local News
2021-04-16,tl1255,student denies killing his family,mwanafunzi akanusha kuua familia yake,Local News
2021-04-26,tl1304,livestock thieves now turn to technology to steal avoid police,wezi wa mifugo sasa wageukia teknolojia kuiba epuka polisi,Local News
2021-03-29,tl1799,hundreds of girls do kcse in the hospital after giving birth,mamia ya wasichana wafanya kcse hospitalini baada ya kujifungua,Local News
2021-07-06,tl458,new research encourages benefits of getting vaccinated,utafiti mpya wahimiza faida za kupata chanjo,Health news
2021-09-16,tl878,wario and soi fined sh109 million or 20 years in prison in the rio saga,wario na soi watozwa faini ya sh109 milioni au kifungo cha miaka 20 jela katika sakata la rio,Local News
2021-05-10,tl1372,residents sleeping in the forest fearing arrest,wakazi waliolala msituni wakihofia kukamatwa,Local News
2021-10-18,tl1043,pastors pray for peace as kenya prepares for general elections .,wachungaji waombea amani huku kenya ikijiandaa kwa uchaguzi mkuu .,Local News
2021-07-08,tl467,narrative of mother yashtua court,simulizi ya mahakama ya mama yashtua,Local News
2021-02-17,tl1568,kisumu sgr completion 2022,kukamilika kwa kisumu sgr 2022,Local News
2021-11-07,tl1085,the court saves the speaker from the teeth of the councillors,mahakama yamuokoa spika meno ya madiwani,Local News
2021-08-21,tl726,how america uses hypocrisy to promote plunder,jinsi marekani inavyotumia unafiki kukuza uporaji,International news
2021-09-17,tl879,the person who defrauded sh5 million was charged,mtu aliyelaghai sh5 milioni alishtakiwa,Local News
2021-02-22,tl1597,mku wef enter into an agreement to elevate women economically,mku wef waingia makubaliano ya kuwainua wanawake kiuchumi,Local News
2021-08-12,tl675,decentralization conference attended by few due to corona,kongamano la madaraka lililohudhuriwa na wachache kutokana na corona,Local News
2021-09-15,tl864,history petrol price hit sh134,bei ya petroli ya historia yagonga sh134,Local News
2021-08-05,tl647,160 githunguri students get funding of sh5 million,wanafunzi 160 wa githunguri wapata ufadhili wa sh5 milioni,Local News
2021-04-05,tl1182,sellers avoid most county fees,wauzaji waepuka ada nyingi za kaunti,Local News
2021-12-03,tl1122,eacc promises to strictly filter 2022 candidates,eacc yaahidi kuchuja kikamilifu wagombea 2022,Local News
2022-07-14,tl142,65 criminal suspects arrested in operation kali makadara,watuhumiwa 65 wa makosa ya jinai wakamatwa katika operesheni kali makadara,Local News
2021-12-18,tl1151,'lack of water in schools is an obstacle to efforts to deal with covid-19 ','ukosefu wa maji shuleni ni kikwazo katika juhudi za kukabiliana na covid-19 ',Local News
2021-08-04,tl642,jambojet announces plans to start trips goma and lamu,jambojet atangaza mipango ya kuanza safari goma na lamu,Local News
2021-09-25,tl922,nairobi teachers eat higher housing allowances,walimu wa nairobi wala posho za juu za makazi,Local News
2021-06-13,tl285,garbage that annoyed the residents of the industrial area and banda street has been removed,takataka zilizowakera wakazi wa eneo la viwanda na mtaa wa banda zimeondolewa,Local News
2021-04-03,tl1176,bishop wants government to vaccinate all kenyans,askofu ataka serikali kuwachanja wakenya wote,Local News
2021-04-02,tl1170,the government finally admits astrazeneca 's vaccine has harm,hatimaye serikali yakiri chanjo ya astrazeneca ina madhara,Health news
2022-07-06,tl132,samboja continues to be haunted by cases regarding certificates,samboja aendelea kusumbuliwa na kesi zinazohusu vyeti,Local News
2021-07-26,tl583,seven women arrested for making illegal alcohol on mabanda street,wanawake saba wakamatwa kwa kutengeneza pombe haramu mtaani mabanda,Local News
2021-08-03,tl629,co-accused mp rigathi gachagua denied sh7.4 billion corruption,mbunge mwenza rigathi gachagua akanusha ufisadi wa sh7.4 bilioni,Local News
2021-09-21,tl901,the driver returned the student 's laptop and sh20000 that he had forgotten at matatu,dereva huyo alirudisha laptop ya mwanafunzi huyo na sh20000 ambazo alikuwa amezisahau matatu,Local News
2021-03-08,tl1673,security : studies will be troubled baringo,usalama : masomo yatakumbwa na matatizo baringo,Local News
2021-08-25,tl742,uhuru suspends judge kazi,uhuru amsimamisha kazi jaji kazi,Local News
2021-04-12,tl1231,omar used 'juju ' to kill his girlfriend court is told .,omar alitumia 'juju ' kumuua mpenzi wake mahakama imeambiwa .,Local News
2021-03-05,tl1660,liverpool meet rb leipzig in the round of 16 uefa in budapest hungary,liverpool yakutana na rb leipzig katika raundi ya 16 bora ya uefa mjini budapest hungary,Sports news
2021-04-20,tl1277,delay in results affects war against covid,kucheleweshwa kwa matokeo kunaathiri vita dhidi ya covid,Local News
2021-09-16,tl877,jambojet launches lamu tours,jambojet yazindua ziara za lamu,Local News
2021-02-12,tl1539,fake gold dealer found to answer charges,mfanyabiashara bandia wa dhahabu apatikana kujibu mashtaka,Local News
2021-11-05,tl1079,kemsa 's 'reform ' receives objections,'mageuzi ' ya kemsa yapokea pingamizi,Local News
2021-05-18,tl1416,chebukati witnesses the juja election preparations,chebukati ashuhudia maandalizi ya uchaguzi wa juja,Local News
2021-10-07,tl1007,man denied identity paid compensation,mtu akataliwa utambulisho kulipwa fidia,Local News
2021-07-16,tl495,'how sharon was shipped to kill ','jinsi sharon alivyosafirishwa kuua ',Local News
2021-06-03,tl168,female students benefit from sodo funding,wanafunzi wa wanufaika na ufadhili wa sodo,Financial news
2021-08-14,tl686,a man is accused of threatening to kill a woman if she refuses they are dating,mwanaume anatuhumiwa kutishia kumuua mwanamke endapo atakataa wanachumbiana,Local News
2022-03-02,tl29,middlesbrough overturns tottenham fa,middlesbrough yaipindua tottenham fa,Sports news
2021-03-26,tl1785,corruption discourages citizens from paying taxes - ti,rushwa yawakatisha tamaa wananchi kulipa kodi - ti,Financial news
2021-09-10,tl834,oil absorbers from the depot are arrested in the city,wanyonyaji mafuta kutoka ghalani wakamatwa mjini,Local News
2021-04-24,tl1291,the court accepts the case of jowie maribe to be heard in public,mahakama yakubali kesi ya jowie maribe kusikilizwa hadharani,Local News
2022-05-02,tl60,consultations are held to raise the economy at sea,mashauriano yanafanyika ili kuinua uchumi baharini,Local News
2021-10-01,tl983,ngilu establishes partnership with nhif to enable 200000 low income families to pay for medical treatment,ngilu aanzisha ushirikiano na nhif kuwezesha familia 200000 za kipato cha chini kugharamia matibabu,Financial news
2021-03-16,tl1725,the court refused to throw out the murder case against babu owino,mahakama ilikataa kutupilia mbali kesi ya mauaji dhidi ya babu owino,Local News
2021-10-22,tl1060,kill his wife by abusing her in bed .,muue mkewe kwa kumnyanyasa kitandani .,Local News
2021-07-22,tl563,judges chitebwe and muchelule arrested,majaji chitebwe na muchelule wakamatwa,Local News
2021-06-10,tl238,soldier in taabani prison,askari katika gereza la taabani,Local News
2021-10-26,tl1068,ruto raila use social media to talk to youth,ruto raila watumia mitandao ya kijamii kuzungumza na vijana,Local News
2021-03-29,tl1803,kcse : magoha orders police to confiscate phones to prevent exam cheating,kcse : magoha aamuru polisi kunyang'anya simu kuzuia udanganyifu wa mitihani,Local News
2021-03-29,tl1807,a dangerous type of corona has landed in the country - kagwe,aina hatari ya corona imetua nchini - kagwe,Health news
2021-05-06,tl1351,counties spending more than 42m on foreign trips,kaunti zinazotumia zaidi ya mita 42 kwa safari za kigeni,International news
2022-05-11,tl76,matiang ' i accuses the law of allowing suspects to compete,matiang ' i aishutumu sheria kwa kuwaruhusu washukiwa kushindana,Local News
2021-05-10,tl1369,many challenges for students returning to school,changamoto nyingi kwa wanafunzi kurejea shuleni,Local News
2021-07-23,tl566,majaji wanaswa,majaji wanaswa,Local News
2021-03-01,tl1629,companies in the country are not allowed to import vaccines - kagwe,kampuni nchini haziruhusiwi kuagiza chanjo - kagwe,Health news
2021-07-27,tl587,'' fake governor '' of kisii accused .,`` gavana bandia '' wa kisii ashtakiwa .,Local News
2021-05-13,tl1383,many students fail to report to school after ngoliba bridge collapses,wanafunzi wengi washindwa kuripoti shule baada ya daraja la ngoliba kuporomoka,Local News
2021-03-12,tl1700,matiang ' i emphasizes the need for the court dci and dpp to cooperate in performance,matiang ' i asisitiza haja ya mahakama dci na dpp kushirikiana katika utendaji,Local News
2021-09-04,tl802,court rejects petition of six police officers not to be charged for the murder of two embu brothers,mahakama yakataa ombi la maafisa sita wa polisi kutoshtakiwa kwa mauaji ya ndugu wawili wa embu,Local News
2021-10-09,tl1016,warning is issued about counterfeit aids test kits,tahadhari yatolewa kuhusu vifaa bandia vya kupima ukimwi,Local News
2021-07-11,tl475,shame on important ministries dragging their tails in performance reports .,aibu kwa wizara muhimu kuburuta mikia yao katika ripoti za utendaji .,Local News
2021-03-23,tl1765,president is applauded for interrupting speech on prayer,rais apongezwa kwa kukatiza hotuba kuhusu maombi,Local News
2021-09-11,tl842,kemsa again blames hospitals for lack of medicine .,kemsa tena analaumu hospitali kwa ukosefu wa dawa .,Local News
2021-11-15,tl1089,kmc changes the law on buying livestock in kame county,kmc yabadilisha sheria ya kununua mifugo kaunti ya kame,Local News
2021-06-15,tl294,new mutuya primary school opens in ruiru,shule ya msingi mpya ya mutuya yafunguliwa ruiru,Local News
2021-08-09,tl664,jumwa fails to persuade the court to postpone his corruption allegations case,jumwa ashindwa kuishawishi mahakama kuahirisha kesi yake ya tuhuma za ufisadi,Local News
2021-10-01,tl977,sgr towards malaba will hit business jack,sgr kuelekea malaba itagonga jack ya biashara,Local News
2021-06-23,tl331,open markets allowed in closed counties,masoko ya wazi yaruhusiwa katika kaunti zilizofungwa,Local News
2021-04-09,tl1218,those found with alcohol police station wachesha korti,wale waliopatikana na kituo cha polisi cha pombe wachesha korti,Local News
2021-09-15,tl863,pengo asononeke the low status given to teachers in society,pengo asononeke hali ya chini walipatiwa walimu katika jamii,Local News
2021-09-24,tl920,'103 kenyans have died in arabia since 2019 ','wakenya 103 wamekufa uarabuni tangu 2019 ',Local News
2021-12-03,tl1119,kpa employed coastal workers excessively report claims .,kpa iliajiri wafanyakazi wa pwani kupita kiasi ripoti inadai .,Local News
2021-08-28,tl761,fears vaccine overcrowding may raise infections,hofu ya msongamano wa chanjo huenda ikaongeza maambukizi,Health news
2021-05-29,tl1462,teachers at risk of lack of salary increase,walimu wahatarisha ukosefu wa nyongeza ya mishahara,Local News
2022-01-12,tl11,the government is struggling to complete freedom projects,serikali yajitahidi kukamilisha miradi ya uhuru,Local News
2021-03-11,tl1692,dr. mwangangi assures mps that the covid-19 vaccine is safe,dkt mwangangi awahakikishia wabunge kuwa chanjo ya covid-19 ni salama,Health news
